"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"05000","Arkansas","5","SA25 1/","10","...","Total employment (number of jobs)",799917,805274,830624,867240,901673,927399,904885,941116,981263,1021156,1031309,1032439,1026248,1010727,1039399,1079236,1098411,1110294,1136620,1169911,1189148,1203622,1230169,1255030,1301238,1329036,1382418,1405330,1427163,1445459,1460654,1482460,1482555
"05000","Arkansas","5","SA25 1/","20","...","  Wage and salary employment",635883,637435,656335,684235,717319,741607,719725,750953,786654,823141,833787,831250,825689,803534,821515,855958,870748,884686,910314,941111,962936,987409,996011,1022390,1052725,1087678,1123528,1140685,1159687,1175697,1194966,1210817,1207936
"05000","Arkansas","5","SA25 1/","40","...","  Proprietors employment",164034,167839,174289,183005,184354,185792,185160,190163,194609,198015,197522,201189,200559,207193,217884,223278,227663,225608,226306,228800,226212,216213,234158,232640,248513,241358,258890,264645,267476,269762,265688,271643,274619
"05000","Arkansas","5","SA25 1/","50","...","    Farm proprietors employment",63117,63263,62500,61459,60665,60552,60222,59759,58765,58439,57546,58633,57605,56737,59422,57680,55475,51687,50216,49924,49349,48289,47180,46357,52270,50792,50791,49721,49458,50982,49793,49482,49368
"05000","Arkansas","5","SA25 1/","60","...","    Nonfarm proprietors employment 2/",100917,104576,111789,121546,123689,125240,124938,130404,135844,139576,139976,142556,142954,150456,158462,165598,172188,173921,176090,178876,176863,167924,186978,186283,196243,190566,208099,214924,218018,218780,215895,222161,225251
"05000","Arkansas","5","SA25 1/","70","[01-02]","  Farm employment",102402,100605,97396,94808,93690,94309,90947,88412,88517,86439,80541,87604,83530,80522,85149,80823,77743,71581,69618,71725,68325,66809,64607,62487,68741,64414,66123,65757,66792,65270,64189,63839,62771
"05000","Arkansas","5","SA25 1/","80","...","  Nonfarm employment",697515,704669,733228,772432,807983,833090,813938,852704,892746,934717,950768,944835,942718,930205,954250,998413,1020668,1038713,1067002,1098186,1120823,1136813,1165562,1192543,1232497,1264622,1316295,1339573,1360371,1380189,1396465,1418621,1419784
"05000","Arkansas","5","SA25 1/","90","...","    Private nonfarm employment",578431,582385,601781,642423,675866,691903,666789,704354,742439,777580,789457,779726,779411,767394,791155,833805,853429,869676,894995,922955,943272,953752,979569,1004767,1043777,1073750,1123260,1144859,1162703,1178975,1192853,1212313,1210408
"05000","Arkansas","5","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",7055,7385,7927,7930,7757,8193,6958,6933,7145,8517,8799,8358,8380,8243,8822,9820,10343,10850,13436,13384,12826,13049,14104,13888,15700,16010,16772,17428,18177,17956,18918,19408,19535
"05000","Arkansas","5","SA25 1/","110","07","        Agricultural services",6034,6231,6623,6333,6464,6640,5362,5489,5593,6848,7104,6616,6325,6299,6999,8004,8221,8543,11579,11305,10781,11333,12518,12430,14074,14205,15036,15637,16249,15609,16242,16174,"(NA)"
"05000","Arkansas","5","SA25 1/","120","...","        Forestry and fishing",1021,1154,1304,1597,1293,1553,1596,1444,1552,1669,1695,1742,2055,1944,1823,1816,2122,2307,1857,2079,2045,1716,1586,1458,1626,1805,1736,1791,1928,2347,2676,3234,"(NA)"
"05000","Arkansas","5","SA25 1/","121","08","          Forestry",893,1025,1140,1446,1109,1392,1380,1179,1301,1387,1392,1479,1804,1695,1607,1590,1812,1946,1476,1683,1694,1408,1275,1200,1275,1488,1398,1403,1554,1814,2036,2547,"(NA)"
"05000","Arkansas","5","SA25 1/","122","...","          Fishing",128,129,164,151,184,161,216,265,251,282,303,263,251,249,216,226,310,361,381,396,351,308,311,258,351,317,338,388,374,533,640,687,"(NA)"
"05000","Arkansas","5","SA25 1/","200","B","      Mining",6617,6425,6536,6491,6469,6389,6603,7113,7631,7665,8236,9364,10535,11413,11962,12518,13421,11018,8491,8471,8148,7663,7642,6972,6871,7124,6908,6184,6622,6214,6110,6068,6874
"05000","Arkansas","5","SA25 1/","210","10","        Metal mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",392,231,271,366,"(D)",196,279,"(D)","(D)","(D)",128,127,207,"(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"05000","Arkansas","5","SA25 1/","220","12","        Coal mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",120,58,70,47,81,52,36,"(D)","(D)","(D)",60,"(D)",43,"(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"05000","Arkansas","5","SA25 1/","230","13","        Oil and gas extraction",4161,4070,4135,4071,4060,4016,4026,4401,4854,5292,5985,7312,8504,9546,10419,10858,11628,9349,"(D)","(D)","(D)","(D)","(D)",5385,5360,5518,"(D)","(D)","(D)",4466,4271,4194,"(NA)"
"05000","Arkansas","5","SA25 1/","240","14","        Nonmetallic minerals, except fuels","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1355,1254,1319,1380,"(D)","(D)","(D)",1445,1450,1467,1399,"(D)",1356,1502,1563,1592,1597,1702,1742,"(NA)"
"05000","Arkansas","5","SA25 1/","300","C","      Construction",42196,38863,41492,47621,50533,52466,51302,53597,57130,61609,62929,56869,54008,50302,51263,56680,58874,60577,59177,58686,58775,61082,61991,65570,69231,72543,78446,80801,82404,81596,83987,86518,88240
"05000","Arkansas","5","SA25 1/","310","15","        General building contractors",12622,11544,12455,14801,16053,16017,14282,15033,15305,17135,17958,13925,12908,11074,11989,14435,14515,13719,14699,15196,14322,15399,13814,13807,14836,15469,15961,16053,16173,16494,17554,19165,"(NA)"
"05000","Arkansas","5","SA25 1/","320","16","        Heavy construction contractors",8274,6745,7080,7224,6741,8066,9434,8592,9002,9924,11576,11692,10201,8967,8119,8000,8133,8679,9386,8422,8265,8396,8419,9480,9766,9547,10677,9955,10141,10084,10230,11433,"(NA)"
"05000","Arkansas","5","SA25 1/","330","17","        Special trade contractors",21300,20574,21957,25596,27739,28383,27586,29972,32823,34550,33395,31252,30899,30261,31155,34245,36226,38179,35092,35068,36188,37287,39758,42283,44629,47527,51808,54793,56090,55018,56203,55920,"(NA)"
"05000","Arkansas","5","SA25 1/","400","D","      Manufacturing",172077,171779,175624,188527,204406,206984,182853,199403,212962,221477,221870,214322,214572,199966,204771,217854,214790,216944,226069,233724,237735,239313,240578,243636,251335,261860,266700,261976,261837,261398,259625,258429,246794
"05000","Arkansas","5","SA25 1/","410","...","        Durable goods manufacturing",90911,89731,93016,102995,116230,118106,97882,107193,117697,123811,124069,116933,116272,104436,108513,118558,117142,115875,120288,125431,126833,125422,123175,123902,128314,136599,140455,139033,140049,140827,140106,140758,131232
"05000","Arkansas","5","SA25 1/","413","24","          Lumber and wood products",24172,22924,23163,24143,24265,24232,21643,22432,23302,23771,24223,23162,22546,20228,21322,22448,21924,21878,23366,24180,24660,24306,24490,24059,25394,26236,26695,26477,26545,26009,25762,25012,"(NA)"
"05000","Arkansas","5","SA25 1/","417","25","          Furniture and fixtures",12579,12104,12630,13722,14592,13995,10637,12549,12915,12963,10818,9934,9919,8823,8789,9456,9434,9622,10299,10401,10163,10505,10175,10374,10654,10975,10896,10579,11073,11970,11698,11383,"(NA)"
"05000","Arkansas","5","SA25 1/","420","32","          Stone, clay, and glass products",4539,4603,4773,5216,5369,5465,5064,5208,5032,5464,5513,5177,5028,4678,4958,5128,5026,4951,5209,5132,5193,5174,5104,5211,5311,5668,5602,5986,5797,5962,5830,5745,"(NA)"
"05000","Arkansas","5","SA25 1/","423","33","          Primary metal industries",4759,4532,4746,5532,6116,7114,5081,5958,7245,8191,8512,7911,7510,6472,6651,7903,7735,7021,7747,8588,8954,9005,9129,9251,9702,10593,10367,10613,10783,10337,10108,10190,"(NA)"
"05000","Arkansas","5","SA25 1/","426","34","          Fabricated metal products",7311,7600,8201,9494,11518,11057,10913,12781,14038,14623,15198,13498,14192,13712,13652,15584,15707,15196,14661,15383,16194,16384,15971,15585,15866,16599,18796,18851,19125,19540,20331,20660,"(NA)"
"05000","Arkansas","5","SA25 1/","429","35","          Industrial machinery and equipment",5694,5590,5601,6958,8214,9601,9205,10683,12916,14226,14455,13851,14620,12443,12746,15125,16783,16671,16952,17670,17758,17229,17726,18021,18907,19624,20446,19415,19677,19923,19257,19507,"(NA)"
"05000","Arkansas","5","SA25 1/","432","36","          Electronic and other electric equipment",15425,17013,16482,17683,21702,22432,16744,18807,22546,24077,24045,23408,24279,21913,24548,26517,23597,22832,23310,21977,21419,21112,19419,19741,20040,22380,22046,21051,20416,19996,19615,19731,"(NA)"
"05000","Arkansas","5","SA25 1/","435","371","          Motor vehicles and equipment",1418,1666,2001,2317,2937,3221,2908,2907,3297,3608,3866,3155,3443,3526,3674,4236,4577,4746,5225,5805,6153,6395,6126,6570,7240,8730,10069,10080,10221,10183,9700,9697,"(NA)"
"05000","Arkansas","5","SA25 1/","438","372-379","          Other transportation equipment",3484,3538,3958,4846,5384,4302,2413,3017,3530,4378,4474,4112,3411,2955,2842,3144,3754,3963,4350,5478,5803,5380,5417,5210,5099,5335,5443,6081,6733,7239,7741,8652,"(NA)"
"05000","Arkansas","5","SA25 1/","441","38","          Instruments and related products",5592,5197,5831,6423,8745,9466,8818,8132,8086,7911,8157,8004,6878,5992,5572,4951,4759,4960,4796,6082,6127,5733,5165,5212,5263,5259,5204,5093,5070,5155,5340,5310,"(NA)"
"05000","Arkansas","5","SA25 1/","444","39","          Miscellaneous manufacturing industries",4190,3805,4360,5039,5695,5747,4456,4719,4790,4599,4808,4721,4446,3694,3759,4066,3846,4035,4373,4735,4409,4199,4453,4668,4838,5200,4891,4807,4609,4513,4724,4871,"(NA)"
