"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"25000","Massachusetts","1","SA25 1/","10","...","Total employment (number of jobs)",2678959,2679010,2643820,2696668,2786670,2811480,2727603,2755729,2833405,2957517,3073593,3133686,3141874,3143386,3215449,3402387,3509658,3604577,3632415,3739313,3710110,3614703,3450717,3481815,3547680,3615952,3648939,3712827,3802454,3895892,3963261,4070352,4076042
"25000","Massachusetts","1","SA25 1/","20","...","  Wage and salary employment",2426012,2419005,2382649,2425884,2503929,2519052,2425297,2453025,2518757,2633956,2729900,2769905,2776296,2758562,2824429,2990162,3062644,3126822,3206409,3274711,3248870,3130002,2959456,2935951,2986505,3037841,3105071,3153585,3230286,3306736,3366203,3451675,3455251
"25000","Massachusetts","1","SA25 1/","40","...","  Proprietors employment",252947,260005,261171,270784,282741,292428,302306,302704,314648,323561,343693,363781,365578,384824,391020,412225,447014,477755,426006,464602,461240,484701,491261,545864,561175,578111,543868,559242,572168,589156,597058,618677,620791
"25000","Massachusetts","1","SA25 1/","50","...","    Farm proprietors employment",6207,6026,5839,5627,5537,5527,5546,6014,5946,5646,5898,5863,5718,5685,6281,6425,6431,6663,6569,6497,6240,6105,6060,6044,5843,5719,5641,5597,5641,5743,5799,5815,5784
"25000","Massachusetts","1","SA25 1/","60","...","    Nonfarm proprietors employment 2/",246740,253979,255332,265157,277204,286901,296760,296690,308702,317915,337795,357918,359860,379139,384739,405800,440583,471092,419437,458105,455000,478596,485201,539820,555332,572392,538227,553645,566527,583413,591259,612862,615007
"25000","Massachusetts","1","SA25 1/","70","[01-02]","  Farm employment",13595,13330,13454,12733,13309,13813,13125,14303,14769,14746,14796,15753,14740,13928,15195,14445,12903,13683,13797,13394,12304,12172,12032,11876,11621,11605,11153,10823,10593,10553,10531,10710,10687
"25000","Massachusetts","1","SA25 1/","80","...","  Nonfarm employment",2665364,2665680,2630366,2683935,2773361,2797667,2714478,2741426,2818636,2942771,3058797,3117933,3127134,3129458,3200254,3387942,3496755,3590894,3618618,3725919,3697806,3602531,3438685,3469939,3536059,3604347,3637786,3702004,3791861,3885339,3952730,4059642,4065355
"25000","Massachusetts","1","SA25 1/","90","...","    Private nonfarm employment",2277682,2270030,2233761,2277626,2357237,2382464,2296009,2330125,2401476,2518552,2624039,2676302,2703013,2723498,2789719,2973398,3073697,3157616,3173230,3270756,3246096,3154060,3004023,3043807,3105387,3176491,3205385,3270754,3357855,3445401,3505394,3605022,3607414
"25000","Massachusetts","1","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",13250,13530,14428,14080,14910,14484,15402,15924,16248,18491,20140,20924,20698,21219,22863,25426,28016,30195,29659,30279,29291,28131,27773,27798,30937,31897,30412,32579,33895,33858,36884,38216,39139
"25000","Massachusetts","1","SA25 1/","110","07","        Agricultural services",9472,9691,10122,9529,10686,10098,10407,10281,10681,12462,13459,13664,13410,14427,15928,18108,20116,21755,22005,22318,21528,20751,20390,20764,23600,25039,24468,26309,27610,27242,29470,30206,"(NA)"
"25000","Massachusetts","1","SA25 1/","120","...","        Forestry and fishing",3778,3839,4306,4551,4224,4386,4995,5643,5567,6029,6681,7260,7288,6792,6935,7318,7900,8440,7654,7961,7763,7380,7383,7034,7337,6858,5944,6270,6285,6616,7414,8010,"(NA)"
"25000","Massachusetts","1","SA25 1/","121","08","          Forestry",110,179,197,255,166,226,310,239,204,223,246,279,363,382,354,326,419,455,479,619,570,492,397,456,436,519,482,488,594,784,979,1130,"(NA)"
"25000","Massachusetts","1","SA25 1/","122","...","          Fishing",3668,3660,4109,4296,4058,4160,4685,5404,5363,5806,6435,6981,6925,6410,6581,6992,7481,7985,7175,7342,7193,6888,6986,6578,6901,6339,5462,5782,5691,5832,6435,6880,"(NA)"
"25000","Massachusetts","1","SA25 1/","200","B","      Mining",1545,1618,1466,1394,1568,1524,1663,1545,1765,1795,1906,2090,2602,2789,2928,2848,2952,3075,3203,3023,2832,2530,2233,2348,2327,2579,2380,2115,2261,2328,2441,2340,2550
"25000","Massachusetts","1","SA25 1/","210","10","        Metal mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",42,44,24,19,20,36,20,23,"(D)",16,17,15,"(D)","(D)","(NA)"
"25000","Massachusetts","1","SA25 1/","220","12","        Coal mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",58,42,39,45,37,32,15,"(L)",11,"(L)","(L)",11,11,"(L)","(NA)"
"25000","Massachusetts","1","SA25 1/","230","13","        Oil and gas extraction",393,481,396,496,627,649,701,598,715,811,873,963,1433,1602,1668,1552,1550,1420,1500,"(D)",1167,991,996,1046,1067,1188,"(D)",788,870,913,"(D)","(D)","(NA)"
"25000","Massachusetts","1","SA25 1/","240","14","        Nonmetallic minerals, except fuels",1122,1082,974,826,876,827,911,869,963,919,941,1038,1075,1104,1161,1185,1300,1569,1603,"(D)",1602,1475,1180,1234,1225,1360,1411,1302,1366,1389,1451,1440,"(NA)"
"25000","Massachusetts","1","SA25 1/","300","C","      Construction",127714,128538,130027,134437,136169,126096,108203,100003,99972,103354,108919,108330,113089,117148,121030,139715,156231,178045,192214,203232,186375,160127,137752,141309,149649,159232,160152,163079,172609,183101,195231,204667,214119
"25000","Massachusetts","1","SA25 1/","310","15","        General building contractors",41880,40574,41908,43358,43018,36840,24510,22108,22467,26477,28168,28468,29451,29744,32092,39452,44132,52513,53790,57424,46595,37447,29945,26583,28614,30062,29561,28984,31738,33625,35998,38598,"(NA)"
"25000","Massachusetts","1","SA25 1/","320","16","        Heavy construction contractors",13991,13914,13349,13133,14024,13304,15339,14261,13948,9538,9153,8518,9032,8953,8700,9997,10165,11171,12719,11527,10693,9538,8040,9313,10742,11398,12885,12473,12858,13993,16580,17552,"(NA)"
"25000","Massachusetts","1","SA25 1/","330","17","        Special trade contractors",71843,74050,74770,77946,79127,75952,68354,63634,63557,67339,71598,71344,74606,78451,80238,90266,101934,114361,125705,134281,129087,113142,99767,105413,110293,117772,117706,121622,128013,135483,142653,148517,"(NA)"
"25000","Massachusetts","1","SA25 1/","400","D","      Manufacturing",688662,654813,603513,608821,636729,644762,586051,605628,629605,665353,684446,687538,679811,650662,644779,685398,670810,633751,609886,597172,572508,533166,496595,479174,467446,464390,459240,459776,461146,461172,444831,448362,430963
"25000","Massachusetts","1","SA25 1/","410","...","        Durable goods manufacturing",381749,364560,332092,337064,363709,384760,348496,357851,382464,415574,438284,447692,445512,424941,422033,458127,453659,425532,404425,395543,378709,349459,323612,307253,294056,287976,283872,285825,288209,288573,275165,281417,272915
"25000","Massachusetts","1","SA25 1/","413","24","          Lumber and wood products",5879,5548,5343,5529,6327,5388,5178,5900,6442,6708,6504,6245,6168,5590,5653,6266,6271,6527,6464,6502,5864,5188,4542,4416,4658,4692,4887,5123,5299,5113,5097,4977,"(NA)"
"25000","Massachusetts","1","SA25 1/","417","25","          Furniture and fixtures",10890,10220,9770,9925,10591,10302,8636,8564,8307,8991,8645,8373,8152,7458,7605,8063,7975,8824,8563,7797,6864,5583,5076,5309,5510,5613,5093,5118,5409,5545,5562,5776,"(NA)"
"25000","Massachusetts","1","SA25 1/","420","32","          Stone, clay, and glass products",12602,12394,12123,11546,12998,13956,11372,11941,12173,14084,14674,14348,13991,12971,13016,13494,13321,12673,11890,11748,11412,9944,8393,8910,8784,9267,9096,9034,9037,9407,9461,9780,"(NA)"
"25000","Massachusetts","1","SA25 1/","423","33","          Primary metal industries",22092,19438,17249,17896,17457,18008,13361,13459,14442,14187,14814,15357,14825,13570,12947,14063,13665,13856,13769,13219,12410,11331,10299,9392,9069,9544,9377,10238,10556,10299,9924,10373,"(NA)"
"25000","Massachusetts","1","SA25 1/","426","34","          Fabricated metal products",42385,41331,38785,40881,46478,48136,49304,50997,51876,54590,55076,54309,52102,48382,46909,48903,47406,43020,41832,40773,43513,41390,38713,36831,36432,36583,37765,37387,37971,38200,36117,35899,"(NA)"
"25000","Massachusetts","1","SA25 1/","429","35","          Industrial machinery and equipment",75937,75064,68324,67732,74061,82034,75707,75974,84046,92597,105151,111843,113408,107611,103319,113797,111822,98881,104516,102014,97134,86515,78204,74496,69240,65279,64171,65763,65470,65823,60264,63239,"(NA)"
"25000","Massachusetts","1","SA25 1/","432","36","          Electronic and other electric equipment",99599,93651,81211,84370,95905,101551,85769,88871,94006,100821,107818,114359,113460,112264,114962,129448,130938,127006,107520,87647,79440,73274,68921,64319,59686,59594,61016,62514,63467,62271,61791,65175,"(NA)"
"25000","Massachusetts","1","SA25 1/","435","371","          Motor vehicles and equipment",6909,5886,5642,5763,6371,4116,3900,4477,5517,6423,6198,6238,5778,4163,4501,6136,5811,4843,4053,2691,2253,854,647,1041,1048,1198,1455,1622,1709,1767,1414,1338,"(NA)"
"25000","Massachusetts","1","SA25 1/","438","372-379","          Other transportation equipment",20184,19834,17649,15818,13724,13680,25525,25939,27530,30218,30782,29184,27652,26898,30547,34286,35966,32436,31396,29837,28340,27160,25190,23071,20864,18191,16969,17335,17654,17924,16943,15662,"(NA)"
"25000","Massachusetts","1","SA25 1/","441","38","          Instruments and related products",31554,32236,30950,32258,35599,40744,43852,44716,50389,57792,58768,57924,61626,59570,57646,59423,57653,55686,53669,72913,71574,69323,65913,61719,60274,58736,55345,53654,53548,53737,50279,50454,"(NA)"
"25000","Massachusetts","1","SA25 1/","444","39","          Miscellaneous manufacturing industries",29539,28844,28358,29450,28658,28804,25892,27013,27736,29163,29854,29512,28350,26464,24928,24248,22831,21780,20753,20402,19905,18897,17714,17749,18491,19279,18698,18037,18089,18487,18313,18744,"(NA)"
"25000","Massachusetts","1","SA25 1/","447","...","          Ordnance 3/",24179,20114,16688,15896,15540,18041,"(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)"
"25000","Massachusetts","1","SA25 1/","450","...","        Nondurable goods manufacturing",306913,290253,271421,271757,273020,260002,237555,247777,247141,249779,246162,239846,234299,225721,222746,227271,217151,208219,205461,201629,193799,183707,172983,171921,173390,176414,175368,173951,172937,172599,169666,166945,158048
"25000","Massachusetts","1","SA25 1/","453","20","          Food and kindred products",38226,37457,35657,35060,34418,31295,28749,29542,29013,29283,28339,27701,25606,25554,24808,24027,23409,22928,21575,21198,20453,20371,19625,19181,19943,20394,20844,21881,21873,22376,22616,22179,"(NA)"
"25000","Massachusetts","1","SA25 1/","456","21","          Tobacco products",265,157,153,129,112,109,91,91,34,19,20,22,23,18,20,20,20,19,12,11,13,13,13,16,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"25000","Massachusetts","1","SA25 1/","459","22","          Textile mill products",34428,31859,29346,30781,31999,29003,25601,27895,27771,27949,26517,25178,23817,20298,20446,20207,18982,17666,17112,16285,15384,14708,14167,14789,15092,15400,15286,14901,14612,14287,13249,13085,"(NA)"
"25000","Massachusetts","1","SA25 1/","462","23","          Apparel and other textile products",53425,49986,46768,46836,46837,44554,41981,44059,43118,42592,41056,40196,39902,37966,36486,36651,32602,28702,26121,24558,22668,20080,18421,18663,18266,17707,16956,16039,15052,14059,12339,11102,"(NA)"
"25000","Massachusetts","1","SA25 1/","465","26","          Paper and allied products",36625,35001,32847,32701,33199,32250,27905,29146,29623,30562,29761,28266,27308,26399,26164,27131,26181,24656,24864,24576,23419,22514,21117,20820,20305,20101,20003,19459,19373,19510,19592,19269,"(NA)"
"25000","Massachusetts","1","SA25 1/","468","27","          Printing and publishing",45924,45756,43076,44000,43614,43654,42570,43428,44041,44973,45190,46264,46349,47801,49197,52958,54523,55787,58611,59276,58591,55746,52527,51386,51528,52693,53153,52942,52259,51988,52499,53147,"(NA)"
"25000","Massachusetts","1","SA25 1/","471","28","          Chemicals and allied products",19888,19330,18705,18239,18781,18935,19618,18290,18699,18214,18632,18616,18769,17973,17107,18208,18079,17568,17657,18107,18626,17969,17694,17434,16692,18002,16568,17400,17798,18165,18536,18253,"(NA)"
