"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"10000","Delaware","2","SA6N","1","...","Compensation of employees (thousands of dollars) 1/",16900055,17997270,19148863,20029444,20579152,21419489,22765927,24214471,25581525,26169735,26335707,25303269,25619993,26855446,27615078,28129095,29483034,30629582,30795104,31911995
"10000","Delaware","2","SA6N","5","...","  Wages and salaries",13830613,14764643,15656198,16379849,16737787,17344952,18392822,19543726,20477338,20981908,21102326,20190317,20444665,21354868,22046340,22607726,23628346,24497431,24676565,25575555
"10000","Delaware","2","SA6N","6","...","  Supplements to wages and salaries",3069442,3232627,3492665,3649595,3841365,4074537,4373105,4670745,5104187,5187827,5233381,5112952,5175328,5500578,5568738,5521369,5854688,6132151,6118539,6336440
"10000","Delaware","2","SA6N","7","...","    Employer contributions for employee pension and insurance funds 2/",2076868,2176575,2385983,2524327,2669246,2856136,3061309,3304045,3654283,3706541,3697953,3615329,3669815,3955592,3958842,3870491,4091702,4307303,4298981,4432132
"10000","Delaware","2","SA6N","8","...","    Employer contributions for government social insurance",992574,1056052,1106682,1125268,1172119,1218401,1311796,1366700,1449904,1481286,1535428,1497623,1505513,1544986,1609896,1650878,1762986,1824848,1819558,1904308
"10000","Delaware","2","SA6N","9","...","Average compensation per job (dollars) 3/",40442,41882,43807,45962,47683,49617,51623,54222,56694,57839,58224,58740,60046,62431,63690,63697,65361,66666,66326,"(NA)"
"10000","Delaware","2","SA6N","81","111-112","  Farm compensation",34223,30358,34533,35207,42479,38097,37369,30323,33697,38373,37294,35458,34069,29632,48222,48481,52184,43708,50933,52818
"10000","Delaware","2","SA6N","82","...","  Nonfarm compensation",16865832,17966912,19114330,19994237,20536673,21381392,22728558,24184148,25547828,26131362,26298413,25267811,25585924,26825814,27566856,28080614,29430850,30585874,30744171,31859177
"10000","Delaware","2","SA6N","90","113-814","    Private nonfarm compensation",14254966,15189006,16160568,16872053,17058902,17742229,18863498,20072515,21312790,21677073,21656606,20374629,20650023,21803220,22410992,22964975,24264118,25259702,25288003,26160258
"10000","Delaware","2","SA6N","100","113-115","      Forestry, fishing, and related activities",14794,14834,13015,"(D)",7279,7562,8894,8517,9384,9142,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"10000","Delaware","2","SA6N","101","113","        Forestry and logging","(T)","(T)","(T)",527,"(D)",442,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"10000","Delaware","2","SA6N","102","114","        Fishing, hunting and trapping","(T)","(T)","(T)","(D)","(D)",79,"(D)","(D)","(D)","(D)",118,"(D)","(D)","(D)",105,"(D)","(D)","(D)","(D)","(NA)"
