"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957"
"13000","Georgia","5","SA5H 1/","10","...","Personal income (thousands of dollars)",995413,881556,741667,578546,595313,714949,789623,893459,947972,891441,961081,1053207,1376240,1904455,2430791,2692792,2775721,2792797,2931390,3258984,3279292,3772678,4395508,4753832,4888897,4886104,5385323,5767024,5977944
"13000","Georgia","5","SA5H 1/","20","...","Population (persons) 2/",2903000,2910000,2924000,2935000,2950000,2964000,2955000,2978000,3037000,3091000,3120000,3119000,3186000,3215000,3245000,3161000,3089000,3251000,3271000,3259000,3325000,3458000,3531000,3584000,3558000,3602000,3636000,3701000,3766000
"13000","Georgia","5","SA5H 1/","30","...","Per capita personal income (dollars) 3/",343,303,254,197,202,241,267,300,312,288,308,338,432,592,749,852,899,859,896,1000,986,1091,1245,1326,1374,1356,1481,1558,1587
"13000","Georgia","5","SA5H 1/","35","...","  Total earnings",853291,744180,599657,463086,491970,605421,675632,740904,826312,771804,831487,919804,1230296,1730823,2259249,2514658,2563733,2472442,2546693,2811543,2798459,3173410,3826027,4151161,4262528,4203700,4656980,4977587,5142151
"13000","Georgia","5","SA5H 1/","36","...","  Less: Contributions for government social insurance 4/",1030,986,887,921,745,783,760,754,17771,19928,18662,20637,27017,36184,56313,69979,89907,110339,84070,64299,70669,78638,92758,100091,104018,125264,142579,158266,180232
"13000","Georgia","5","SA5H 1/","37","...","    Employee and self-employed contributions for government social insurance",845,824,771,736,652,690,644,708,4866,4457,4993,5553,7463,13276,28944,35659,34506,25261,25995,25255,24822,34308,41523,44724,46509,55977,64104,70957,83199
"13000","Georgia","5","SA5H 1/","38","...","    Employer contributions for government social insurance",185,162,116,185,93,93,116,46,12905,15471,13669,15084,19554,22908,27369,34320,55401,85078,58075,39044,45847,44330,51235,55367,57509,69287,78475,87309,97033
"13000","Georgia","5","SA5H 1/","42","...","  Plus: Adjustment for residence 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",19317,19654,19507,19199,17599,18214,14718,11705,9493,6964
"13000","Georgia","5","SA5H 1/","45","...","  Equals: Net earnings by place of residence",852261,743194,598770,462165,491225,604638,674872,740150,808541,751876,812825,899167,1203279,1694639,2202936,2444679,2473826,2362103,2462623,2766561,2747444,3114279,3752468,4068669,4176724,4093154,4526106,4828814,4968883
"13000","Georgia","5","SA5H 1/","46","...","  Plus: Dividends, interest, and rent 6/",130283,123678,108743,92508,83608,87031,94113,112052,117986,116473,122546,125135,143118,177303,195498,204758,214494,249514,271722,307597,327097,390711,417979,461633,485961,541618,584650,646909,674554
