"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"51000","Virginia","5","SA25 1/","10","...","Total employment (number of jobs)",2147852,2157657,2196371,2263423,2384496,2450799,2425437,2501192,2584568,2697755,2767118,2796505,2811756,2823682,2896818,3041492,3181471,3316133,3479609,3558017,3655230,3699593,3641765,3657380,3730015,3813122,3902673,3983418,4081751,4168211,4260631,4398543,4417378
"51000","Virginia","5","SA25 1/","20","...","  Wage and salary employment",1896815,1901093,1930156,1983123,2083121,2132510,2098412,2166498,2235467,2334890,2402860,2439263,2449949,2440807,2504313,2634770,2753106,2859581,2996092,3082830,3171253,3198749,3129442,3153878,3222040,3291347,3348331,3409336,3491515,3560427,3649856,3753970,3760433
"51000","Virginia","5","SA25 1/","40","...","  Proprietors employment",251037,256564,266215,280300,301375,318289,327025,334694,349101,362865,364258,357242,361807,382875,392505,406722,428365,456552,483517,475187,483977,500844,512323,503502,507975,521775,554342,574082,590236,607784,610775,644573,656945
"51000","Virginia","5","SA25 1/","50","...","    Farm proprietors employment",67722,67052,66408,65466,64795,63917,63518,61965,60932,59575,59730,58867,59945,61170,62936,60036,57796,53905,51116,49664,49036,47829,46614,46743,50577,50062,49997,49367,49538,50507,50186,50233,48841
"51000","Virginia","5","SA25 1/","60","...","    Nonfarm proprietors employment 2/",183315,189512,199807,214834,236580,254372,263507,272729,288169,303290,304528,298375,301862,321705,329569,346686,370569,402647,432401,425523,434941,453015,465709,456759,457398,471713,504345,524715,540698,557277,560589,594340,608104
"51000","Virginia","5","SA25 1/","70","[01-02]","  Farm employment",100987,97438,100254,97397,94733,94605,89122,94712,83503,83575,81725,84841,85111,84933,88652,83162,80569,71707,67040,67177,62668,63110,64284,63381,64718,63164,64782,61322,61910,61509,61483,61192,60148
"51000","Virginia","5","SA25 1/","80","...","  Nonfarm employment",2046865,2060219,2096117,2166026,2289763,2356194,2336315,2406480,2501065,2614180,2685393,2711664,2726645,2738749,2808166,2958330,3100902,3244426,3412569,3490840,3592562,3636483,3577481,3593999,3665297,3749958,3837891,3922096,4019841,4106702,4199148,4337351,4357230
"51000","Virginia","5","SA25 1/","90","...","    Private nonfarm employment",1441410,1466609,1507422,1581403,1696963,1741496,1708569,1780428,1866205,1963850,2024593,2034894,2049936,2056036,2118406,2257067,2390203,2519760,2667961,2735177,2818599,2844610,2785592,2794008,2860995,2947366,3051322,3137046,3242370,3329961,3412004,3530212,3548892
"51000","Virginia","5","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",10691,10463,10847,10793,12248,12408,12175,13490,13984,16627,17712,17710,17884,17783,18718,20513,22132,24273,27476,26724,27319,29128,28981,28859,31768,33740,35328,37264,38976,39017,41838,44068,45385
"51000","Virginia","5","SA25 1/","110","07","        Agricultural services",6947,7255,7610,7796,9255,9319,8632,9188,9761,12131,13098,12680,12748,12992,14445,16173,17966,19893,23887,23202,23741,25850,25958,25963,28390,30316,32256,33906,35524,35221,37434,39149,"(NA)"
