"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"01000","Alabama","5","SA25 1/","10","...","Total employment (number of jobs)",1411234,1412928,1423459,1470523,1525967,1552266,1543312,1593952,1651033,1712582,1735879,1731866,1718783,1687466,1716798,1779584,1821588,1858269,1911569,1969768,2006365,2047865,2060099,2097425,2158752,2180001,2241551,2275108,2321253,2361174,2377407,2392880,2376024
"01000","Alabama","5","SA25 1/","20","...","  Wage and salary employment",1215450,1218905,1222393,1260279,1311930,1334982,1321751,1367093,1421345,1473985,1495344,1487636,1477665,1443237,1460227,1518114,1553760,1582957,1632883,1682571,1721083,1750833,1756471,1791538,1828907,1857135,1902929,1923645,1960015,1994381,2007120,2008801,1988146
"01000","Alabama","5","SA25 1/","40","...","  Proprietors employment",195784,194023,201066,210244,214037,217284,221561,226859,229688,238597,240535,244230,241118,244229,256571,261470,267828,275312,278686,287197,285282,297032,303628,305887,329845,322866,338622,351463,361238,366793,370287,384079,387878
"01000","Alabama","5","SA25 1/","50","...","    Farm proprietors employment",70807,68365,66725,64791,64794,64620,63612,63240,61311,59031,59211,59395,57437,55636,58180,56383,55154,53373,50820,49479,48806,48782,47641,47786,50599,50108,50076,49479,49691,51389,50130,48927,47687
"01000","Alabama","5","SA25 1/","60","...","    Nonfarm proprietors employment 2/",124977,125658,134341,145453,149243,152664,157949,163619,168377,179566,181324,184835,183681,188593,198391,205087,212674,221939,227866,237718,236476,248250,255987,258101,279246,272758,288546,301984,311547,315404,320157,335152,340191
"01000","Alabama","5","SA25 1/","70","[01-02]","  Farm employment",100923,94764,91797,88725,88960,89170,91265,88823,84908,83031,82206,83371,79564,75807,79965,75998,72452,65583,64775,64788,63332,63007,60756,59993,61885,60333,59815,57312,59142,60669,58377,57264,56017
"01000","Alabama","5","SA25 1/","80","...","  Nonfarm employment",1310311,1318164,1331662,1381798,1437007,1463096,1452047,1505129,1566125,1629551,1653673,1648495,1639219,1611659,1636833,1703586,1749136,1792686,1846794,1904980,1943033,1984858,1999343,2037432,2096867,2119668,2181736,2217796,2262111,2300505,2319030,2335616,2320007
"01000","Alabama","5","SA25 1/","90","...","    Private nonfarm employment",1029868,1031691,1041696,1090685,1143047,1163466,1144217,1192969,1246246,1300860,1316035,1300349,1297012,1268299,1292189,1355731,1397927,1439441,1487236,1538821,1572373,1608114,1619566,1651512,1709297,1734568,1799642,1837362,1879947,1915605,1932829,1949826,1933628
"01000","Alabama","5","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",7447,7631,8343,8114,8789,8837,8247,8726,8838,10893,10722,11461,11948,11461,12710,13676,14235,14956,16418,15942,16035,17002,17810,17565,20353,21419,22478,23651,24859,24395,25909,26000,25907
"01000","Alabama","5","SA25 1/","110","07","        Agricultural services",5139,5325,5744,5333,5613,5445,5130,5578,5810,7357,6988,7565,7407,7495,8748,9605,10054,10726,12734,12330,12518,13647,14613,14647,16913,17797,19028,19968,20923,20061,20806,20563,"(NA)"
"01000","Alabama","5","SA25 1/","120","...","        Forestry and fishing",2308,2306,2599,2781,3176,3392,3117,3148,3028,3536,3734,3896,4541,3966,3962,4071,4181,4230,3684,3612,3517,3355,3197,2918,3440,3622,3450,3683,3936,4334,5103,5437,"(NA)"
"01000","Alabama","5","SA25 1/","121","08","          Forestry",1075,1129,1244,1476,1223,1507,1282,1149,965,1139,1332,1532,2117,1945,1836,1932,2239,2419,2013,2169,2108,2077,1939,1882,2179,2454,2364,2510,2679,3131,3574,3809,"(NA)"
"01000","Alabama","5","SA25 1/","122","...","          Fishing",1233,1177,1355,1305,1953,1885,1835,1999,2063,2397,2402,2364,2424,2021,2126,2139,1942,1811,1671,1443,1409,1278,1258,1036,1261,1168,1086,1173,1257,1203,1529,1628,"(NA)"
"01000","Alabama","5","SA25 1/","200","B","      Mining",8445,8565,7990,8321,8689,9819,12709,14132,14904,14681,17561,17792,17030,16834,14915,15704,16326,14113,12981,12993,13335,15149,14015,12701,12285,12331,12493,12113,12122,11331,10544,9847,9858
"01000","Alabama","5","SA25 1/","210","10","        Metal mining","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",79,99,92,76,"(D)","(D)","(D)","(D)","(D)","(D)",107,86,119,"(D)","(D)","(D)",108,107,124,"(NA)"
"01000","Alabama","5","SA25 1/","220","12","        Coal mining",5154,5307,5171,5478,5754,6769,8907,10161,10881,10341,12651,12755,11729,11898,9873,10104,10514,9051,8150,7699,7214,7664,7371,6606,6392,6339,6696,6641,5980,4814,4283,3908,"(NA)"
"01000","Alabama","5","SA25 1/","230","13","        Oil and gas extraction",924,861,952,1082,1089,1113,1234,1447,1528,1844,2235,2369,2812,2603,2749,3152,3281,2604,"(D)","(D)","(D)","(D)","(D)",3197,"(D)",3255,"(D)","(D)","(D)",3413,3118,2792,"(NA)"
