"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957"
"44000","Rhode Island","1","SA5H 1/","10","...","Personal income (thousands of dollars)",602476,544947,488762,394597,383297,410510,443813,494542,514567,474097,512775,551042,712664,925089,1081614,1109701,1109190,1110954,1167340,1155954,1132658,1258797,1394342,1471099,1573294,1576852,1679609,1748757,1793961
"44000","Rhode Island","1","SA5H 1/","20","...","Population (persons) 2/",684000,686000,681000,677000,675000,675000,678000,686000,694000,694000,701000,719000,744000,778000,868000,846000,842000,790000,784000,787000,801000,786000,784000,802000,815000,816000,823000,840000,851000
"44000","Rhode Island","1","SA5H 1/","30","...","Per capita personal income (dollars) 3/",881,794,718,583,568,608,655,721,741,683,731,766,958,1189,1246,1312,1317,1406,1489,1469,1414,1602,1778,1834,1930,1932,2041,2082,2108
"44000","Rhode Island","1","SA5H 1/","35","...","  Total earnings",444909,392379,336242,259280,260343,290996,325650,357720,394126,362184,392748,424948,590172,815339,978340,1001029,982419,952585,963687,1013636,968780,1090574,1231600,1304565,1371111,1345051,1408001,1467554,1469385
"44000","Rhode Island","1","SA5H 1/","36","...","  Less: Contributions for government social insurance 4/",472,464,436,451,422,432,422,423,13043,14149,15803,17398,25101,32021,39060,44069,52540,60015,47886,37939,36528,48418,54666,55926,57096,61037,66544,70082,76690
"44000","Rhode Island","1","SA5H 1/","37","...","    Employee and self-employed contributions for government social insurance",429,426,409,408,401,411,395,412,4398,4812,5093,5323,7913,11324,19226,23442,23349,16644,14042,17117,13959,18100,20381,21477,21903,24143,26560,27924,31676
"44000","Rhode Island","1","SA5H 1/","38","...","    Employer contributions for government social insurance",43,38,27,43,21,21,27,11,8645,9337,10710,12075,17188,20697,19834,20627,29191,43371,33844,20822,22569,30318,34285,34449,35193,36894,39984,42158,45014
"44000","Rhode Island","1","SA5H 1/","42","...","  Plus: Adjustment for residence 5/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",-45682,-48929,-46354,-44603,-37839,-31404,-24586,-13500,-4041,6277
"44000","Rhode Island","1","SA5H 1/","45","...","  Equals: Net earnings by place of residence",444437,391915,335806,258829,259921,290564,325228,357297,381083,348035,376945,407550,565071,783318,939280,956960,929879,892570,915801,930015,883323,995802,1132331,1210800,1282611,1259428,1327957,1393431,1398972
"44000","Rhode Island","1","SA5H 1/","46","...","  Plus: Dividends, interest, and rent 6/",151223,146172,139671,126244,114782,111600,109784,118972,122419,107013,118656,123604,131585,124052,125133,129267,138215,145408,159257,154194,158773,165284,176936,175089,204620,215319,248131,243025,259089
"44000","Rhode Island","1","SA5H 1/","47","...","  Plus: Personal current transfer receipts",6816,6860,13285,9524,8594,8346,8801,18273,11065,19049,17174,19888,16008,17719,17201,23474,41096,72976,92282,71745,90562,97711,85075,85210,86063,102105,103521,112301,135900
"44000","Rhode Island","1","SA5H 1/","50","...","  Wages and salaries",389113,346197,299408,234214,235473,258404,286598,312111,337170,306718,331846,352530,483663,666173,811162,825062,799527,749087,782282,844497,797969,892699,1007273,1068219,1126595,1093373,1140696,1191349,1183472
"44000","Rhode Island","1","SA5H 1/","60","...","  Supplements to wages and salaries",7509,6532,6146,5699,5458,5306,6285,7321,16503,17791,19505,24228,35756,54019,60234,59880,68247,83716,70896,60025,63893,84570,101585,111862,117400,124679,129339,137517,142924
"44000","Rhode Island","1","SA5H 1/","61","...","    Employer contributions for employee pension and insurance funds 7/",7466,6494,6119,5656,5437,5285,6258,7310,7858,8454,8795,12153,18568,33322,40400,39253,39056,40345,37052,39203,41324,54252,67300,77413,82207,87785,89355,95359,97910
"44000","Rhode Island","1","SA5H 1/","62","...","    Employer contributions for government social insurance",43,38,27,43,21,21,27,11,8645,9337,10710,12075,17188,20697,19834,20627,29191,43371,33844,20822,22569,30318,34285,34449,35193,36894,39984,42158,45014
