"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001"
"44000","Rhode Island","1","SA25 1/","10","...","Total employment (number of jobs)",440080,440434,436230,447168,452029,439492,423718,442018,459260,474204,483338,484272,483652,474725,480235,503670,518775,536778,546024,559738,560370,550468,523917,529175,533447,532959,536250,539724,545955,555343,565403,581956,585243
"44000","Rhode Island","1","SA25 1/","20","...","  Wage and salary employment",399859,399205,395019,405056,407973,394370,377811,395926,411194,425218,432875,430213,429739,420112,424726,446803,458510,472686,483708,491251,492382,479474,453203,451101,455069,456098,463429,465041,471702,478729,487477,497676,498578
"44000","Rhode Island","1","SA25 1/","40","...","  Proprietors employment",40221,41229,41211,42112,44056,45122,45907,46092,48066,48986,50463,54059,53913,54613,55509,56867,60265,64092,62316,68487,67988,70994,70714,78074,78378,76861,72821,74683,74253,76614,77926,84280,86665
"44000","Rhode Island","1","SA25 1/","50","...","    Farm proprietors employment",744,676,643,607,592,596,598,731,677,768,862,822,780,756,820,755,748,731,711,706,711,682,643,652,691,685,683,675,678,649,646,651,770
"44000","Rhode Island","1","SA25 1/","60","...","    Nonfarm proprietors employment 2/",39477,40553,40568,41505,43464,44526,45309,45361,47389,48218,49601,53237,53133,53857,54689,56112,59517,63361,61605,67781,67277,70312,70071,77422,77687,76176,72138,74008,73575,75965,77280,83629,85895
"44000","Rhode Island","1","SA25 1/","70","[01-02]","  Farm employment",2345,2099,2069,2049,1839,1926,1622,2061,2011,1768,1762,1921,1730,1660,1797,1635,1644,1720,1747,1660,1518,1458,1376,1336,1380,1398,1361,1328,1307,1268,1264,1299,1428
"44000","Rhode Island","1","SA25 1/","80","...","  Nonfarm employment",437735,438335,434161,445119,450190,437566,422096,439957,457249,472436,481576,482351,481922,473065,478438,502035,517131,535058,544277,558078,558852,549010,522541,527839,532067,531561,534889,538396,544648,554075,564139,580657,583815
"44000","Rhode Island","1","SA25 1/","90","...","    Private nonfarm employment",344496,343262,341724,354653,366132,367154,353583,372032,388563,403404,409550,409893,409342,400606,407000,429304,444363,461719,470392,482270,482943,471711,446231,451832,456251,458191,461042,463941,469116,479061,489067,504265,506990
"44000","Rhode Island","1","SA25 1/","100","[07-08]","      Agricultural services, forestry, and fishing",2353,2307,2541,2494,2704,2611,2822,2857,3285,3672,3998,4358,4555,4522,4727,5106,5296,5864,5063,5097,5044,4971,4981,5058,5462,5207,5056,5384,5457,5430,5874,6189,6309
"44000","Rhode Island","1","SA25 1/","110","07","        Agricultural services",1766,1693,1835,1755,1893,1762,1823,1806,1870,1998,2112,2178,2088,2096,2319,2679,2914,3136,2903,2983,3011,3055,3081,3180,3462,3509,3444,3730,3784,3608,3842,3944,"(NA)"
